startup_name,founded_year,country,industry,fundin_stage,total_funding ($M),employees,annual_revenue ($M),valuation ($B),acquired,IPO,customer_base (M)
Startup_2533,2009,Australia,FinTech,Series B,113,2165,745,27.98,No,Yes,91
Startup_2534,2004,Germany,Tech,Series C,485,4026,101,29.44,No,No,42
Startup_2535,2020,Japan,E-commerce,Series A,473,308,975,29.94,No,Yes,38
Startup_2536,2011,China,EdTech,Seed,368,3628,807,20.24,Yes,No,29
Startup_2537,2022,Australia,Energy,IPO,309,375,346,40.93,No,Yes,22
Startup_2538,2012,Australia,Tech,Series C,93,4797,561,45.06,Yes,Yes,29
Startup_2539,2009,UK,Energy,IPO,42,2691,920,17.78,Yes,No,76
Startup_2540,2003,Germany,Logistics,Series A,185,1913,486,14.52,No,Yes,48
Startup_2541,2017,India,Gaming,Series B,417,705,171,6.28,Yes,No,96
Startup_2542,2018,USA,Energy,IPO,187,3993,747,5.2,No,Yes,77
Startup_2543,2021,China,Gaming,Series C,184,1459,802,34.28,Yes,Yes,35
Startup_2544,2001,UK,Gaming,IPO,436,3941,926,28.59,No,No,69
Startup_2545,2016,China,EdTech,Series C,36,4596,169,6.69,Yes,No,34
Startup_2546,2018,USA,FoodTech,Series C,74,1225,703,22.14,Yes,Yes,66
Startup_2547,2018,UK,Tech,IPO,76,2547,803,9.24,Yes,Yes,7
Startup_2548,2015,Brazil,Energy,Seed,472,3486,158,24.15,Yes,Yes,73
Startup_2549,2006,USA,Logistics,Series A,384,2682,634,44.18,Yes,Yes,46
Startup_2550,2018,Canada,FoodTech,Seed,100,3321,958,39.3,No,No,76
Startup_2551,2013,Australia,Healthcare,Series B,27,1101,768,13.82,No,No,22
Startup_2552,2015,Australia,Healthcare,Series B,463,160,941,32.88,No,Yes,12
Startup_2553,2009,Canada,Energy,Series C,226,1496,665,24.11,No,Yes,33
Startup_2554,2012,Australia,EdTech,Series A,227,4746,424,17.55,No,Yes,87
Startup_2555,2006,India,E-commerce,Series B,488,1693,79,35.91,Yes,No,17
Startup_2556,2000,Australia,Healthcare,Seed,226,4783,850,29.46,Yes,Yes,74
Startup_2557,2014,Canada,FinTech,Seed,477,4717,308,43.62,No,No,36
Startup_2558,2018,China,FoodTech,Seed,102,1325,764,39.84,Yes,Yes,86
Startup_2559,2021,Germany,EdTech,Series C,309,2010,189,2.06,Yes,No,11
Startup_2560,2007,Brazil,FoodTech,Series A,366,4840,250,41.69,Yes,No,30
Startup_2561,2014,Japan,AI,Series A,318,3819,119,28.07,No,No,19
Startup_2562,2019,Canada,Logistics,Series A,397,3095,23,3.81,Yes,Yes,1
Startup_2563,2009,Germany,Logistics,Series A,186,3566,701,24.88,No,Yes,17
Startup_2564,2002,Germany,Logistics,Series C,255,4258,403,0.29,No,Yes,78
Startup_2565,2019,Brazil,AI,Series C,364,3326,252,29.33,Yes,No,88
Startup_2566,2020,Germany,Energy,Series A,456,2919,141,24.17,Yes,No,43
Startup_2567,2006,Japan,FoodTech,IPO,80,3905,627,31.66,Yes,No,29
Startup_2568,2020,Japan,Gaming,Series B,331,146,745,11.45,No,No,39
Startup_2569,2013,India,FinTech,Series A,191,1690,929,20.61,No,Yes,87
Startup_2570,2019,Australia,Logistics,Series A,428,3277,635,36.37,Yes,Yes,28
Startup_2571,2021,India,FinTech,Series A,429,1879,189,14.03,No,No,44
Startup_2572,2000,USA,AI,Series C,278,2730,272,3.18,Yes,Yes,68
Startup_2573,2002,Japan,Gaming,Series B,213,4712,233,12.49,No,Yes,76
Startup_2574,2001,USA,Logistics,IPO,204,2928,641,9.18,No,No,11
Startup_2575,2009,Germany,FinTech,IPO,233,337,762,6.98,No,No,49
Startup_2576,2019,Germany,E-commerce,Series B,442,2014,528,41.46,No,Yes,8
Startup_2577,2021,Brazil,Energy,Series C,430,2618,762,29.53,Yes,Yes,20
Startup_2578,2013,UK,Healthcare,IPO,181,394,19,49.58,Yes,No,33
Startup_2579,2007,Japan,FinTech,Seed,251,4280,625,13.78,No,No,31
Startup_2580,2011,Germany,EdTech,IPO,327,4144,14,6.32,No,No,67
Startup_2581,2016,India,Logistics,IPO,371,3030,71,47.49,Yes,Yes,71
Startup_2582,2013,USA,FinTech,Series B,173,451,387,22.28,No,Yes,43
Startup_2583,2002,Brazil,FoodTech,Series B,75,146,983,17,Yes,Yes,44
Startup_2584,2010,China,EdTech,Series C,98,4308,721,25.39,No,Yes,13
Startup_2585,2009,Brazil,Energy,Series C,398,1528,111,26.41,No,Yes,20
Startup_2586,2021,Canada,AI,Seed,323,3539,983,34.04,No,No,96
Startup_2587,2016,Germany,EdTech,Series C,120,3111,265,10.74,No,Yes,97
Startup_2588,2005,UK,Healthcare,Series B,497,4735,162,24.02,No,Yes,37
Startup_2589,2015,China,Energy,IPO,113,4038,289,17.63,Yes,No,68
Startup_2590,2000,Brazil,Logistics,Series A,497,3022,351,7.88,Yes,Yes,33
Startup_2591,2022,Australia,E-commerce,Series C,197,3451,134,1.94,Yes,No,29
Startup_2592,2008,UK,FoodTech,IPO,138,3636,813,9.77,Yes,No,35
Startup_2593,2000,India,Gaming,Series C,214,1882,954,49.25,Yes,No,70
Startup_2594,2005,Germany,FinTech,IPO,182,278,832,37.32,Yes,Yes,35
Startup_2595,2014,India,EdTech,IPO,333,4843,927,3.01,Yes,No,17
Startup_2596,2011,Brazil,EdTech,Series C,409,1337,606,16.67,No,Yes,26
Startup_2597,2018,China,AI,Series A,390,4819,260,48.87,No,No,22
Startup_2598,2006,Germany,AI,Series A,332,2539,780,4.94,No,Yes,9
Startup_2599,2008,USA,FoodTech,Series C,439,4998,159,33.19,No,Yes,88
Startup_2600,2018,Australia,Tech,Series B,438,1613,848,31.62,Yes,Yes,63
Startup_2601,2011,China,Energy,IPO,104,4050,88,37.58,No,No,61
Startup_2602,2018,Canada,Tech,Seed,76,3706,913,44.24,Yes,Yes,15
Startup_2603,2011,Australia,Energy,IPO,472,2496,416,10.51,No,Yes,65
Startup_2604,2021,Japan,Logistics,Series C,459,1804,563,18.14,Yes,No,38
Startup_2605,2005,Canada,Gaming,Series C,34,1676,280,26.3,No,Yes,26
Startup_2606,2019,Japan,Gaming,Series B,306,2773,206,23.45,Yes,Yes,17
Startup_2607,2016,India,Healthcare,Series A,87,251,768,9.39,Yes,Yes,29
Startup_2608,2001,China,EdTech,IPO,216,1749,21,42.07,Yes,No,35
Startup_2609,2008,UK,AI,Series B,103,3589,26,1.12,Yes,Yes,84
Startup_2610,2015,China,Logistics,Seed,443,4045,604,19.08,Yes,No,49
Startup_2611,2006,Brazil,AI,Series A,147,1882,667,28.53,Yes,Yes,40
Startup_2612,2018,UK,Healthcare,Series A,395,4099,209,46.92,Yes,Yes,82
Startup_2613,2015,India,Logistics,Series B,115,3374,486,49.6,Yes,No,10
Startup_2614,2005,Brazil,Energy,Series A,162,3240,224,3.53,No,No,97
Startup_2615,2019,Brazil,E-commerce,IPO,146,1166,284,44.11,No,Yes,67
Startup_2616,2008,France,FoodTech,Series A,286,1751,587,39.07,Yes,Yes,43
Startup_2617,2011,Australia,AI,IPO,201,4927,105,47.38,No,No,15
Startup_2618,2018,France,Logistics,Series C,327,1255,432,26.97,Yes,Yes,45
Startup_2619,2002,USA,AI,Seed,485,549,907,29.49,No,No,57
Startup_2620,2003,USA,FoodTech,Series C,225,1027,516,9.89,No,Yes,11
Startup_2621,2010,USA,Energy,Series B,86,1803,462,42.69,No,No,79
Startup_2622,2017,Brazil,Logistics,Series C,169,3500,964,28.54,Yes,No,88
Startup_2623,2013,USA,FoodTech,Series A,430,4952,520,4.74,No,No,35
Startup_2624,2006,China,Tech,IPO,409,4213,164,4.98,No,No,23
Startup_2625,2003,France,E-commerce,Series C,86,3992,210,47.66,No,Yes,60
Startup_2626,2002,India,Gaming,Series B,417,4558,848,38.36,Yes,No,25
Startup_2627,2015,Japan,FoodTech,Series C,481,517,865,28.45,Yes,No,77
Startup_2628,2008,China,Energy,Series B,370,4177,862,37.24,Yes,No,37
Startup_2629,2013,Japan,FoodTech,IPO,277,1126,101,28.27,No,Yes,84
Startup_2630,2005,Canada,Energy,Series C,401,3466,475,22.23,Yes,No,73
Startup_2631,2019,UK,E-commerce,Series A,151,1050,562,18.01,Yes,No,54
Startup_2632,2020,Australia,FinTech,Series B,160,4933,690,27.91,No,Yes,27
Startup_2633,2008,UK,FinTech,Seed,181,4767,16,47.03,Yes,No,8
Startup_2634,2001,India,Logistics,Series A,356,1200,688,17.48,Yes,Yes,73
Startup_2635,2001,France,Tech,IPO,396,4027,300,34.56,No,No,32
Startup_2636,2005,USA,Logistics,Series C,26,1737,441,2.84,Yes,No,57
Startup_2637,2006,Australia,FinTech,Series A,110,3828,776,14.73,Yes,No,30
Startup_2638,2015,India,Logistics,Series B,201,3131,435,3.14,No,Yes,67
Startup_2639,2016,UK,FinTech,Series B,332,3475,363,4.12,No,Yes,83
Startup_2640,2005,Australia,Energy,Seed,463,3021,580,43.28,Yes,No,12
Startup_2641,2014,India,Healthcare,Series A,84,2151,906,26.94,No,Yes,62
Startup_2642,2020,USA,FinTech,Series A,167,448,482,29.99,Yes,Yes,30
Startup_2643,2011,Brazil,FoodTech,Series C,114,4382,179,9.86,Yes,Yes,56
Startup_2644,2004,France,Healthcare,Series A,79,1270,381,26.38,Yes,No,74
Startup_2645,2013,Japan,Logistics,Series A,131,3036,123,48.62,Yes,Yes,57
Startup_2646,2017,USA,EdTech,IPO,286,1150,77,22.3,Yes,No,57
Startup_2647,2015,Canada,EdTech,Seed,468,382,881,33.61,Yes,No,74
Startup_2648,2004,USA,Logistics,IPO,2,1707,276,32.59,Yes,No,28
Startup_2649,2008,USA,Energy,Series C,472,2796,660,10.46,Yes,No,17
Startup_2650,2004,UK,FoodTech,IPO,111,4982,287,42.59,Yes,Yes,32
Startup_2651,2019,France,FinTech,Series C,189,1693,805,48.21,No,Yes,63
Startup_2652,2006,Brazil,Gaming,IPO,139,4463,549,15.31,No,No,74
Startup_2653,2000,China,E-commerce,Series B,70,4068,619,42.57,Yes,Yes,19
Startup_2654,2014,India,EdTech,Series B,396,4846,796,26.56,No,Yes,42
Startup_2655,2013,Japan,Logistics,Series B,100,4896,429,3.14,No,No,16
Startup_2656,2021,Canada,FoodTech,Series A,412,101,917,12.04,No,Yes,26
Startup_2657,2012,Brazil,E-commerce,Series B,25,3223,601,31.49,No,No,56
Startup_2658,2012,India,Healthcare,Series C,148,962,399,21.38,Yes,Yes,99
Startup_2659,2001,USA,Logistics,IPO,245,1026,295,39.6,No,Yes,63
Startup_2660,2006,Australia,Logistics,Series C,313,1280,976,37.89,Yes,Yes,53
Startup_2661,2018,Brazil,FinTech,Series A,81,3630,889,5.14,Yes,No,31
Startup_2662,2013,France,Healthcare,Seed,329,506,827,33.05,Yes,No,84
Startup_2663,2013,Brazil,Logistics,IPO,247,2736,872,22.27,No,Yes,67
Startup_2664,2007,Australia,Gaming,Series A,144,4557,856,46.49,Yes,Yes,50
Startup_2665,2003,Australia,FinTech,Series A,439,906,299,47.52,Yes,No,41
Startup_2666,2013,France,Logistics,IPO,419,764,275,20.13,No,No,14
Startup_2667,2018,UK,AI,Series C,208,1584,164,1.84,Yes,Yes,48
Startup_2668,2016,Australia,Gaming,Series C,153,4789,176,34.6,Yes,Yes,36
Startup_2669,2013,USA,Tech,IPO,465,2578,711,9.68,No,Yes,99
Startup_2670,2004,Germany,FinTech,Seed,131,4136,466,43.8,No,Yes,83
Startup_2671,2009,Australia,EdTech,IPO,364,1463,14,41.49,Yes,Yes,93
Startup_2672,2013,Germany,EdTech,Series A,26,2491,744,16.33,No,No,41
Startup_2673,2019,Japan,FinTech,Series A,318,3654,92,12.06,No,Yes,52
Startup_2674,2001,Australia,Gaming,Series A,444,2606,236,19.3,Yes,Yes,45
Startup_2675,2009,UK,FoodTech,IPO,93,4206,967,40.64,No,Yes,31
Startup_2676,2006,Japan,EdTech,Series C,271,1453,158,28.43,No,No,62
Startup_2677,2008,Japan,E-commerce,IPO,244,1609,847,23.45,No,Yes,41
Startup_2678,2001,Canada,Tech,Series A,310,3566,346,33.51,No,Yes,96
Startup_2679,2000,Brazil,Healthcare,Series A,347,4217,907,49.89,Yes,No,36
Startup_2680,2013,USA,EdTech,Seed,334,1099,987,23.04,No,No,94
Startup_2681,2015,Japan,Gaming,Seed,28,2864,89,5.21,Yes,No,18
Startup_2682,2004,Brazil,Logistics,Series C,406,2057,907,27.13,Yes,Yes,46
Startup_2683,2015,Germany,E-commerce,Series B,381,3745,761,13.98,Yes,No,5
Startup_2684,2006,China,Gaming,Seed,280,3714,635,10.64,Yes,Yes,89
Startup_2685,2018,Brazil,Gaming,Seed,337,2557,163,30.13,No,Yes,28
Startup_2686,2003,France,Logistics,Seed,245,4296,642,12.06,Yes,Yes,26
Startup_2687,2016,Canada,Logistics,Seed,113,1623,229,10.76,No,No,89
Startup_2688,2013,Japan,FoodTech,Seed,138,3965,381,38.63,Yes,No,35
Startup_2689,2001,Canada,Energy,Series C,42,2793,788,8.6,No,No,40
Startup_2690,2005,UK,Gaming,Series B,459,1712,948,2.1,Yes,Yes,92
Startup_2691,2021,USA,Healthcare,Series B,23,226,680,15.24,Yes,Yes,21
Startup_2692,2018,Germany,E-commerce,IPO,63,1190,608,31.26,Yes,No,24
Startup_2693,2021,Brazil,FinTech,Seed,229,1839,331,14.78,Yes,No,23
Startup_2694,2007,India,E-commerce,Seed,67,3715,104,34.84,Yes,Yes,85
Startup_2695,2016,Canada,Healthcare,Series C,168,1521,312,5.2,Yes,Yes,26
Startup_2696,2011,Brazil,Tech,Series A,484,493,882,27.31,No,No,54
Startup_2697,2005,USA,Tech,Series B,466,3384,248,24.75,No,Yes,95
Startup_2698,2021,Japan,E-commerce,Series A,469,146,393,13.35,Yes,Yes,10
Startup_2699,2001,Canada,Gaming,Series A,50,4900,923,16.42,Yes,Yes,21
Startup_2700,2019,Germany,E-commerce,Seed,483,3684,874,20.64,Yes,No,88
Startup_2701,2012,Germany,Tech,IPO,54,657,120,29.33,No,No,37
Startup_2702,2003,France,AI,Series C,423,2828,558,43.33,No,No,58
Startup_2703,2021,Japan,Healthcare,Seed,398,2299,345,21.6,Yes,No,26
Startup_2704,2002,Brazil,Tech,Seed,208,2776,469,43.61,No,Yes,48
Startup_2705,2022,Germany,Gaming,Seed,128,4417,575,29.19,No,No,47
Startup_2706,2012,Canada,E-commerce,Series A,312,500,168,34.22,Yes,Yes,38
Startup_2707,2018,UK,FoodTech,IPO,8,1797,732,21.21,No,No,5
Startup_2708,2011,Germany,AI,IPO,388,2660,314,26.7,No,Yes,81
Startup_2709,2013,China,FoodTech,Series C,24,584,444,2.92,No,No,87
Startup_2710,2014,Canada,Logistics,Series C,475,4948,541,19.72,Yes,No,79
Startup_2711,2000,China,Tech,Seed,233,3469,557,4.13,No,Yes,46
Startup_2712,2006,USA,Energy,Series C,419,442,653,26.75,No,Yes,8
Startup_2713,2016,Germany,FinTech,IPO,468,1391,972,7.6,Yes,No,24
Startup_2714,2019,Australia,Gaming,Seed,11,1566,135,8.93,No,No,17
Startup_2715,2017,China,Gaming,Series A,123,624,224,35.31,Yes,Yes,21
Startup_2716,2011,Canada,AI,IPO,377,1955,660,41.6,No,No,38
Startup_2717,2006,Japan,EdTech,Series A,349,1526,77,5.89,No,No,21
Startup_2718,2007,France,Healthcare,Series A,397,2239,876,6.94,No,Yes,76
Startup_2719,2007,Japan,FoodTech,Series B,413,211,841,11.69,Yes,No,83
Startup_2720,2018,UK,Tech,IPO,26,850,527,27.91,No,No,96
Startup_2721,2002,USA,E-commerce,Seed,87,296,849,40.35,Yes,Yes,22
Startup_2722,2014,USA,Gaming,IPO,33,144,522,47.82,Yes,Yes,31
Startup_2723,2001,USA,FinTech,Series C,339,2330,693,7.15,Yes,No,10
Startup_2724,2004,Australia,FoodTech,Seed,168,1135,157,47.48,No,No,50
Startup_2725,2012,Brazil,FoodTech,IPO,296,3457,61,7.72,Yes,No,83
Startup_2726,2009,Canada,EdTech,Seed,354,3371,198,40.24,Yes,Yes,79
Startup_2727,2000,Australia,Logistics,Series C,308,4390,72,43.22,Yes,Yes,64
Startup_2728,2014,Japan,Logistics,Series C,61,1669,405,31.96,No,Yes,83
Startup_2729,2017,Australia,Healthcare,Series A,166,2089,417,33.47,No,No,83
Startup_2730,2010,India,Tech,Series B,393,2455,564,10.04,Yes,No,54
Startup_2731,2004,USA,Tech,Series A,330,3613,944,22.2,No,No,97
Startup_2732,2015,UK,Logistics,Series C,39,3104,301,25.84,Yes,No,73
Startup_2733,2009,China,Healthcare,IPO,348,2885,886,37.09,Yes,Yes,55
Startup_2734,2002,China,Gaming,Series C,304,565,389,9.64,No,No,81
Startup_2735,2016,USA,Logistics,Series C,312,2387,33,45.68,Yes,Yes,73
Startup_2736,2006,China,FoodTech,IPO,280,816,827,6.71,No,No,59
Startup_2737,2021,Germany,Healthcare,Series C,35,1011,269,42.6,Yes,Yes,79
Startup_2738,2006,China,E-commerce,IPO,38,2180,472,43.78,Yes,No,61
Startup_2739,2002,France,FinTech,Seed,97,1540,466,49.47,Yes,No,84
Startup_2740,2003,UK,Gaming,Seed,64,4061,799,8.5,No,Yes,18
Startup_2741,2019,India,Energy,Series B,124,906,267,45.43,Yes,Yes,84
Startup_2742,2020,China,E-commerce,Series C,446,1883,458,0.41,Yes,Yes,54
Startup_2743,2008,Japan,EdTech,Series A,82,569,277,11.66,Yes,No,77
Startup_2744,2006,India,Tech,Series A,313,592,720,21.68,No,No,50
Startup_2745,2012,Japan,Gaming,Series C,233,3635,972,7.99,Yes,Yes,74
Startup_2746,2014,France,FinTech,Seed,107,4951,596,21.82,No,Yes,13
Startup_2747,2019,UK,Logistics,Series A,256,638,921,3.68,Yes,Yes,67
Startup_2748,2013,France,E-commerce,Seed,271,301,195,45.63,Yes,No,38
Startup_2749,2012,USA,FinTech,Series B,186,90,628,43.19,No,Yes,9
Startup_2750,2007,Germany,Logistics,IPO,132,2343,890,15.24,Yes,No,48
Startup_2751,2013,Brazil,AI,Series B,240,635,603,42.24,Yes,No,64
Startup_2752,2017,Australia,Gaming,IPO,345,2257,657,25.46,No,Yes,39
Startup_2753,2014,Germany,E-commerce,Series A,276,2846,84,37.2,Yes,Yes,86
Startup_2754,2000,Germany,FinTech,IPO,323,1337,48,13.82,No,No,23
Startup_2755,2005,Australia,FinTech,Series B,187,1170,825,39.23,Yes,Yes,59
Startup_2756,2016,Brazil,Energy,Series B,26,4075,92,30.66,Yes,Yes,60
Startup_2757,2018,Brazil,FoodTech,Series C,407,1847,662,32.43,No,Yes,5
Startup_2758,2008,India,E-commerce,IPO,337,2844,639,3.25,No,Yes,28
Startup_2759,2017,India,FinTech,Series B,337,2433,614,23.5,No,No,11
Startup_2760,2016,India,Tech,Series A,197,4837,761,42.04,Yes,Yes,58
Startup_2761,2002,India,Tech,Series A,304,3558,389,39.82,No,Yes,32
Startup_2762,2008,Brazil,E-commerce,IPO,183,3140,83,36.26,No,Yes,59
Startup_2763,2014,Germany,Energy,Series A,44,1255,793,31.99,No,No,32
Startup_2764,2015,USA,Logistics,Series C,165,15,16,24.47,No,Yes,11
Startup_2765,2006,Australia,Healthcare,IPO,338,1307,726,30.78,No,No,67
Startup_2766,2020,Germany,Energy,Seed,319,2058,24,4.86,No,Yes,20
Startup_2767,2011,India,Healthcare,IPO,431,4664,135,38.36,Yes,Yes,97
Startup_2768,2012,UK,EdTech,Seed,204,3206,574,11.9,No,No,13
Startup_2769,2001,Germany,Tech,Series B,484,4141,717,20.64,Yes,No,75
Startup_2770,2012,Australia,FinTech,Seed,255,3571,285,27.57,Yes,No,12
Startup_2771,2011,Japan,Logistics,IPO,444,3200,929,37.77,Yes,No,48
Startup_2772,2003,China,Energy,IPO,152,1944,102,24.51,No,Yes,72
Startup_2773,2017,Australia,FinTech,Series C,305,1889,596,11.76,No,Yes,94
Startup_2774,2012,USA,E-commerce,IPO,45,4798,474,35.38,Yes,Yes,23
Startup_2775,2016,Australia,FinTech,Series A,341,2819,304,7.8,Yes,Yes,26
Startup_2776,2001,UK,EdTech,Seed,358,3509,286,48.52,No,Yes,7
Startup_2777,2000,USA,AI,Series B,338,894,408,45.82,Yes,Yes,23
Startup_2778,2013,China,Healthcare,Series C,442,1922,797,31.22,No,No,33
Startup_2779,2004,India,AI,Series B,477,1420,296,49.12,Yes,No,25
Startup_2780,2020,China,AI,Series A,362,4546,793,44.07,Yes,Yes,1
Startup_2781,2010,Germany,FinTech,Series C,441,2173,120,4,Yes,No,90
Startup_2782,2009,Brazil,AI,Seed,103,1825,671,47.18,Yes,No,46
Startup_2783,2000,Australia,Energy,IPO,321,1422,152,31.98,Yes,Yes,64
Startup_2784,2021,UK,Energy,Series C,43,1409,757,42.35,No,No,36
Startup_2785,2007,UK,FinTech,Series C,430,3609,904,5.41,No,Yes,84
Startup_2786,2020,Brazil,FinTech,Series A,390,4974,363,3.67,No,No,5
Startup_2787,2016,Canada,E-commerce,Series A,323,4377,357,2.97,No,Yes,25
Startup_2788,2005,Brazil,AI,IPO,7,642,864,7.57,No,Yes,52
Startup_2789,2003,Canada,FoodTech,Series B,19,3566,169,30.07,Yes,Yes,31
Startup_2790,2000,Brazil,E-commerce,IPO,296,1232,8,19.76,Yes,Yes,36
Startup_2791,2015,India,FinTech,Seed,182,919,223,47.21,Yes,Yes,71
Startup_2792,2019,Germany,FinTech,Series B,377,4282,755,28.34,No,No,92
Startup_2793,2002,Australia,AI,Series A,379,4506,486,33.38,No,Yes,21
Startup_2794,2007,Japan,Healthcare,Series A,119,3442,556,33.04,Yes,No,30
Startup_2795,2020,China,Healthcare,Series A,446,162,888,46.36,Yes,Yes,17
Startup_2796,2014,Australia,E-commerce,Series C,280,2620,748,11.23,No,Yes,44
Startup_2797,2019,France,Energy,IPO,93,4851,456,12.67,No,Yes,37
Startup_2798,2022,Japan,Tech,Series C,273,1174,902,19.89,Yes,No,57
Startup_2799,2017,France,EdTech,Seed,422,3398,24,22.94,No,Yes,30
Startup_2800,2005,India,EdTech,IPO,333,1596,15,30.48,Yes,Yes,76
Startup_2801,2021,France,FinTech,Seed,127,951,428,31.3,No,No,52
Startup_2802,2003,India,FinTech,Series B,304,1605,268,2.42,No,No,81
Startup_2803,2009,China,Tech,Series C,371,2449,966,31.16,Yes,Yes,90
Startup_2804,2017,Germany,Logistics,Seed,300,1834,512,25.05,Yes,No,33
Startup_2805,2019,Canada,EdTech,Series B,280,1598,146,13.73,No,Yes,9
Startup_2806,2005,Japan,Energy,IPO,255,3794,96,28.92,No,No,85
Startup_2807,2012,Canada,FoodTech,Series A,94,1349,603,36.62,Yes,No,17
Startup_2808,2021,Japan,Tech,Series A,86,669,948,10.5,Yes,No,12
Startup_2809,2000,Germany,E-commerce,Series C,398,3834,965,31.4,No,Yes,5
Startup_2810,2003,India,Energy,Series B,232,4121,27,24.56,Yes,No,35
Startup_2811,2018,Japan,Energy,Seed,148,2764,298,32.02,No,Yes,9
Startup_2812,2018,Japan,Logistics,Series C,253,2474,306,34.35,No,Yes,91
Startup_2813,2012,France,FoodTech,Series A,130,4599,661,3.27,No,No,68
Startup_2814,2011,Germany,Healthcare,Series A,316,4231,56,49.67,No,No,78
Startup_2815,2019,UK,FoodTech,Series C,50,4040,423,15.74,No,No,62
Startup_2816,2017,Australia,Tech,IPO,399,3244,852,6.27,No,Yes,87
Startup_2817,2022,Canada,FinTech,IPO,246,1117,152,15.72,Yes,Yes,92
Startup_2818,2002,Canada,Healthcare,Series A,32,4149,604,4.39,Yes,Yes,36
Startup_2819,2003,Germany,FinTech,Series B,104,2641,81,30.97,No,No,91
Startup_2820,2020,Canada,Logistics,Seed,423,4630,738,31.39,No,Yes,17
Startup_2821,2004,USA,Tech,Seed,373,1688,983,12.29,Yes,No,10
Startup_2822,2022,China,EdTech,Series B,73,1938,577,17.17,No,No,36
Startup_2823,2003,USA,EdTech,Series B,95,1330,512,10.82,Yes,No,34
Startup_2824,2016,Germany,Energy,Series B,166,2893,656,45.32,Yes,No,44
Startup_2825,2017,Brazil,EdTech,IPO,45,884,82,1.38,Yes,Yes,6
Startup_2826,2006,China,FoodTech,IPO,119,4968,518,13.31,Yes,Yes,35
Startup_2827,2020,Canada,Gaming,IPO,270,3113,487,49.88,No,Yes,31
Startup_2828,2005,UK,Gaming,IPO,241,953,171,49.72,Yes,No,44
Startup_2829,2001,UK,EdTech,Series A,406,2579,544,0.62,Yes,Yes,57
Startup_2830,2007,Canada,EdTech,Series B,300,4554,74,47.82,No,No,78
Startup_2831,2022,China,E-commerce,Series C,85,761,987,4.18,No,Yes,18
Startup_2832,2006,Brazil,AI,IPO,314,4245,786,46.41,Yes,No,4
Startup_2833,2012,Australia,Gaming,Series A,123,1272,953,22.86,No,Yes,52
Startup_2834,2001,France,Energy,Series A,175,4314,408,30.49,Yes,Yes,7
Startup_2835,2010,Canada,EdTech,Series A,156,4639,737,6.51,Yes,Yes,76
Startup_2836,2022,Canada,E-commerce,Series A,373,4435,309,15.76,No,Yes,32
Startup_2837,2015,France,E-commerce,Seed,122,777,688,29.25,Yes,No,26
Startup_2838,2004,Australia,Gaming,Series B,280,3578,427,15.48,Yes,Yes,76
Startup_2839,2001,USA,Logistics,Series A,187,4876,855,39.58,No,Yes,44
Startup_2840,2008,UK,FoodTech,Series B,249,4153,213,31.82,No,Yes,14
Startup_2841,2002,Germany,EdTech,IPO,408,4858,325,28.69,Yes,Yes,20
Startup_2842,2022,UK,AI,Series B,186,2593,506,1.03,Yes,No,68
Startup_2843,2005,Germany,EdTech,Series B,435,1797,840,10.62,Yes,No,93
Startup_2844,2021,Japan,EdTech,Series B,43,935,675,19.98,Yes,No,24
Startup_2845,2009,France,Energy,Series C,379,4740,132,42.97,Yes,No,69
Startup_2846,2009,India,Healthcare,Series B,20,1570,564,41.05,Yes,No,49
Startup_2847,2011,Australia,FoodTech,Series C,430,2161,768,11.69,No,No,39
Startup_2848,2017,Australia,E-commerce,Series C,333,4042,223,46.01,No,No,66
Startup_2849,2017,Canada,FinTech,IPO,272,2224,142,20.74,Yes,Yes,64
Startup_2850,2005,Canada,FoodTech,IPO,138,1810,729,32.31,No,No,21
Startup_2851,2007,Brazil,AI,Series C,20,2350,501,44.83,Yes,Yes,21
Startup_2852,2013,India,Gaming,Seed,198,2609,693,14.54,No,No,24
Startup_2853,2022,France,EdTech,Series B,236,515,344,49.05,Yes,Yes,58
Startup_2854,2007,France,Logistics,Seed,480,1380,642,35.41,Yes,Yes,46
Startup_2855,2018,UK,Healthcare,IPO,39,3602,236,41.38,No,Yes,67
Startup_2856,2020,UK,FinTech,Series B,211,3897,390,43.11,No,Yes,74
Startup_2857,2017,Australia,Energy,Seed,477,654,658,0.31,Yes,No,68
Startup_2858,2015,UK,Logistics,Series B,190,3994,592,25.85,No,Yes,14
Startup_2859,2005,Brazil,FoodTech,Series B,75,2272,273,48.89,Yes,No,68
Startup_2860,2008,France,Energy,Series C,188,3250,701,32.71,No,No,18
Startup_2861,2018,Japan,FoodTech,Series B,431,4514,307,4.01,Yes,No,78
Startup_2862,2005,Brazil,Logistics,Series B,360,1638,976,36.99,No,Yes,34
Startup_2863,2007,Germany,EdTech,Series A,451,2547,511,8.27,Yes,Yes,68
Startup_2864,2005,China,EdTech,Seed,351,4599,799,32.33,Yes,No,97
Startup_2865,2013,China,Logistics,Series B,109,2132,545,41.23,Yes,No,13
Startup_2866,2009,Germany,EdTech,Seed,108,1537,169,48.25,No,Yes,29
Startup_2867,2022,France,Logistics,Series B,158,1696,824,4.1,No,Yes,79
Startup_2868,2007,Canada,AI,Seed,148,271,99,45.19,Yes,No,14
Startup_2869,2007,Germany,Tech,Series B,496,1183,583,45.73,No,No,71
